"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Sunlight (KJ/m²)
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Jul"	"7"	25336.87
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Aug"	"8"	22898.63
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Sep"	"9"	18868.75
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Oct"	"10"	13397.80
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Nov"	"11"	9891.07
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1981"	"1981"	"Dec"	"12"	7765.77
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Jan"	"1"	8648.04
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Feb"	"2"	12491.47
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Mar"	"3"	16412.53
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Apr"	"4"	21164.47
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"May"	"5"	23989.76
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Jun"	"6"	25674.30
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Jul"	"7"	25595.75
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Aug"	"8"	23032.30
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Sep"	"9"	17857.11
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Oct"	"10"	13999.64
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Nov"	"11"	9701.04
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1982"	"1982"	"Dec"	"12"	7737.51
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Jan"	"1"	9044.46
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Feb"	"2"	12103.77
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Mar"	"3"	15668.10
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Apr"	"4"	20184.42
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"May"	"5"	23310.32
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Jun"	"6"	25266.71
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Jul"	"7"	26027.25
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Aug"	"8"	23118.70
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Sep"	"9"	19581.21
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Oct"	"10"	14082.69
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Nov"	"11"	9653.61
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1983"	"1983"	"Dec"	"12"	7754.79
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Jan"	"1"	8695.08
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Feb"	"2"	12140.80
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Mar"	"3"	15024.90
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Apr"	"4"	20234.63
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"May"	"5"	25046.57
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Jun"	"6"	25951.32
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Jul"	"7"	25835.56
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Aug"	"8"	22951.78
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Sep"	"9"	18875.51
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Oct"	"10"	12618.75
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Nov"	"11"	10092.63
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1984"	"1984"	"Dec"	"12"	7988.61
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Jan"	"1"	8105.92
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Feb"	"2"	12705.25
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Mar"	"3"	16216.45
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Apr"	"4"	20218.22
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"May"	"5"	25492.39
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Jun"	"6"	26661.90
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Jul"	"7"	24971.06
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Aug"	"8"	23933.44
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Sep"	"9"	17737.59
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Oct"	"10"	13862.90
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Nov"	"11"	9915.41
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1985"	"1985"	"Dec"	"12"	8012.97
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Jan"	"1"	9112.59
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Feb"	"2"	11826.82
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Mar"	"3"	16206.44
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Apr"	"4"	20387.52
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"May"	"5"	24708.16
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Jun"	"6"	25568.91
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Jul"	"7"	25747.94
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Aug"	"8"	23357.60
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Sep"	"9"	18518.01
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Oct"	"10"	13206.00
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Nov"	"11"	9518.12
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1986"	"1986"	"Dec"	"12"	7971.87
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Jan"	"1"	8561.06
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Feb"	"2"	11478.56
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Mar"	"3"	14835.29
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Apr"	"4"	21228.24
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"May"	"5"	23512.26
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Jun"	"6"	26497.01
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Jul"	"7"	26561.42
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Aug"	"8"	22554.33
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Sep"	"9"	19376.21
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Oct"	"10"	14267.71
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Nov"	"11"	9855.06
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1987"	"1987"	"Dec"	"12"	7581.43
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Jan"	"1"	8727.68
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Feb"	"2"	12330.96
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Mar"	"3"	15288.29
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Apr"	"4"	21664.02
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"May"	"5"	23339.17
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Jun"	"6"	26385.67
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Jul"	"7"	25843.45
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Aug"	"8"	23324.63
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Sep"	"9"	18529.46
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Oct"	"10"	14126.04
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Nov"	"11"	9659.82
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1988"	"1988"	"Dec"	"12"	7783.46
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Jan"	"1"	8727.35
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Feb"	"2"	11913.67
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Mar"	"3"	16538.30
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Apr"	"4"	20475.76
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"May"	"5"	25154.09
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Jun"	"6"	25784.26
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Jul"	"7"	25969.05
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Aug"	"8"	22755.54
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Sep"	"9"	18608.21
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Oct"	"10"	13850.15
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Nov"	"11"	9784.11
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1989"	"1989"	"Dec"	"12"	7581.84
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Jan"	"1"	8773.94
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Feb"	"2"	11596.10
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Mar"	"3"	15012.04
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Apr"	"4"	19747.37
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"May"	"5"	24476.73
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Jun"	"6"	27121.45
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Jul"	"7"	25242.95
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Aug"	"8"	23259.74
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Sep"	"9"	18746.17
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Oct"	"10"	13937.72
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Nov"	"11"	9590.74
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1990"	"1990"	"Dec"	"12"	7900.61
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Jan"	"1"	8521.51
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Feb"	"2"	11948.28
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Mar"	"3"	16541.10
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Apr"	"4"	20406.65
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"May"	"5"	25521.08
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Jun"	"6"	25790.79
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Jul"	"7"	25059.08
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Aug"	"8"	22981.74
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Sep"	"9"	18882.17
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Oct"	"10"	13983.30
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Nov"	"11"	9126.33
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1991"	"1991"	"Dec"	"12"	8032.70
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Jan"	"1"	8853.64
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Feb"	"2"	11567.06
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Mar"	"3"	15797.98
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Apr"	"4"	21356.64
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"May"	"5"	23624.59
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Jun"	"6"	25946.88
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Jul"	"7"	25476.65
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Aug"	"8"	22240.11
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Sep"	"9"	19077.96
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Oct"	"10"	13822.99
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Nov"	"11"	8980.37
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1992"	"1992"	"Dec"	"12"	8147.65
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Jan"	"1"	8477.83
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Feb"	"2"	11436.85
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Mar"	"3"	15456.85
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Apr"	"4"	20081.35
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"May"	"5"	24098.77
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Jun"	"6"	26093.41
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Jul"	"7"	26005.94
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Aug"	"8"	21936.29
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Sep"	"9"	18672.78
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Oct"	"10"	12989.56
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Nov"	"11"	9304.99
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1993"	"1993"	"Dec"	"12"	7788.69
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Jan"	"1"	8539.60
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Feb"	"2"	12244.92
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Mar"	"3"	15524.72
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Apr"	"4"	19064.38
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"May"	"5"	25770.39
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Jun"	"6"	26454.84
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Jul"	"7"	26084.89
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Aug"	"8"	22657.86
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Sep"	"9"	18487.03
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Oct"	"10"	13588.87
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Nov"	"11"	9707.21
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1994"	"1994"	"Dec"	"12"	7447.25
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Jan"	"1"	8516.36
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Feb"	"2"	12243.87
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Mar"	"3"	15855.07
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Apr"	"4"	19784.92
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"May"	"5"	22075.60
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Jun"	"6"	24881.85
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Jul"	"7"	26023.61
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Aug"	"8"	23318.20
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Sep"	"9"	17515.81
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Oct"	"10"	14351.27
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Nov"	"11"	9711.67
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1995"	"1995"	"Dec"	"12"	7759.46
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Jan"	"1"	8352.57
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Feb"	"2"	12349.87
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Mar"	"3"	15937.99
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Apr"	"4"	20518.41
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"May"	"5"	24187.96
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Jun"	"6"	26188.88
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Jul"	"7"	25535.89
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Aug"	"8"	23353.34
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Sep"	"9"	18129.19
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Oct"	"10"	13871.21
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Nov"	"11"	9676.88
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1996"	"1996"	"Dec"	"12"	7764.23
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Jan"	"1"	8493.25
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Feb"	"2"	11332.55
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Mar"	"3"	16757.97
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Apr"	"4"	19187.73
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"May"	"5"	24469.58
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Jun"	"6"	25440.07
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Jul"	"7"	25432.83
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Aug"	"8"	22116.47
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Sep"	"9"	18180.00
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Oct"	"10"	14163.62
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Nov"	"11"	9721.43
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1997"	"1997"	"Dec"	"12"	7669.56
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Jan"	"1"	8675.14
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Feb"	"2"	11431.78
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Mar"	"3"	16188.78
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Apr"	"4"	20401.29
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"May"	"5"	25441.59
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Jun"	"6"	26327.94
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Jul"	"7"	24781.47
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Aug"	"8"	22867.79
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Sep"	"9"	19271.23
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Oct"	"10"	13027.13
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Nov"	"11"	9173.34
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1998"	"1998"	"Dec"	"12"	7983.37
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Jan"	"1"	8312.92
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Feb"	"2"	12183.28
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Mar"	"3"	16910.33
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Apr"	"4"	18153.08
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"May"	"5"	23894.40
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Jun"	"6"	26164.35
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Jul"	"7"	25470.57
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Aug"	"8"	22491.07
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Sep"	"9"	18063.50
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Oct"	"10"	14123.04
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Nov"	"11"	10374.72
	"Colorado"	"08"	"Adams County, CO"	"08001"	"1999"	"1999"	"Dec"	"12"	7533.86
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Jan"	"1"	8265.80
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Feb"	"2"	12069.95
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Mar"	"3"	15263.29
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Apr"	"4"	20786.41
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"May"	"5"	24823.69
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Jun"	"6"	25821.30
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Jul"	"7"	25600.75
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Aug"	"8"	22888.12
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Sep"	"9"	18337.00
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Oct"	"10"	13725.14
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Nov"	"11"	9658.07
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2000"	"2000"	"Dec"	"12"	7800.85
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2001"	"2001"	"Jan"	"1"	8634.16
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2001"	"2001"	"Feb"	"2"	11827.17
	"Colorado"	"08"	"Adams County, CO"	"08001"	"2001"	"2001"	"Mar"	"3"	15691.81
