"A-6"|Yes|"44676944"|"73022602"
"A-7-6"|Yes|"44676943"|"73022601"
"A-7-6"|Yes|"44676942"|"73022600"
"A-6"|Yes|"44676941"|"73022599"
"A-7-6"|Yes|"44676940"|"73022598"
"A-7-6"|Yes|"44676939"|"73022597"
"A-7-6"|Yes|"44676938"|"73022596"
"A-6"|Yes|"44676937"|"73022595"
"A-6"|Yes|"44676936"|"73022594"
"A-7-6"|Yes|"44676935"|"73022593"
"A-7-6"|Yes|"44676934"|"73022592"
"A-7-6"|Yes|"44676933"|"73022591"
"A-6"|Yes|"44676932"|"73022590"
"A-7-6"|Yes|"44676931"|"73022589"
"A-7-6"|Yes|"44676930"|"73022588"
"A-6"|Yes|"44676929"|"73022587"
"A-6"|Yes|"44676928"|"73022586"
"A-6"|Yes|"44676927"|"73022585"
"A-7-5"|Yes|"44677081"|"73022757"
"A-7-6"|Yes|"44677080"|"73022756"
"A-6"|Yes|"44677079"|"73022755"
"A-6"|Yes|"44677078"|"73022754"
"A-7-6"|Yes|"44677077"|"73022753"
"A-6"|Yes|"44677076"|"73022752"
"A-6"|Yes|"44677075"|"73022751"
"A-6"|Yes|"44677074"|"73022750"
"A-6"|Yes|"44677073"|"73022749"
"A-6"|Yes|"44677072"|"73022748"
"A-6"|Yes|"44677071"|"73022747"
"A-7"|No |"44677070"|"73022745"
"A-6"|No |"44677070"|"73022746"
"A-6"|No |"44677069"|"73022743"
"A-7"|No |"44677069"|"73022744"
"A-7"|No |"44677068"|"73022741"
"A-6"|No |"44677068"|"73022742"
"A-7"|No |"44677067"|"73022740"
"A-6"|Yes|"44677066"|"73022739"
"A-6"|Yes|"44677065"|"73022738"
"A-6"|Yes|"44677064"|"73022737"
"A-6"|Yes|"44677063"|"73022736"
"A-6"|Yes|"44677062"|"73022735"
"A-6"|Yes|"44677061"|"73022734"
"A-6"|Yes|"44677060"|"73022733"
"A-6"|Yes|"44677059"|"73022732"
"A-6"|Yes|"44677058"|"73022731"
"A-7-6"|Yes|"44677254"|"73022964"
"A-7-6"|Yes|"44677253"|"73022963"
"A-7-6"|Yes|"44677252"|"73022962"
"A-7-6"|Yes|"44677251"|"73022961"
"A-6"|Yes|"44677250"|"73022960"
"A-6"|Yes|"44677249"|"73022959"
"A-7-5"|Yes|"44677248"|"73022958"
"A-7-6"|Yes|"44677247"|"73022957"
"A-6"|Yes|"44677246"|"73022956"
"A-7-6"|Yes|"44677245"|"73022955"
"A-6"|Yes|"44677244"|"73022954"
"A-6"|Yes|"44677243"|"73022953"
"A-6"|Yes|"44677242"|"73022952"
"A-6"|Yes|"44677241"|"73022951"
"A-6"|Yes|"44677240"|"73022950"
"A-6"|Yes|"44677239"|"73022949"
"A-6"|Yes|"44677238"|"73022948"
"A-6"|Yes|"44677237"|"73022947"
"A-6"|Yes|"44677236"|"73022946"
"A-7-5"|Yes|"44677235"|"73022945"
"A-6"|Yes|"44677234"|"73022944"
"A-7-6"|Yes|"44677233"|"73022943"
"A-6"|Yes|"44677232"|"73022942"
"A-7-6"|Yes|"44677231"|"73022941"
"A-6"|Yes|"44677230"|"73022940"
"A-6"|Yes|"44677229"|"73022939"
"A-6"|Yes|"44677228"|"73022938"
"A-6"|Yes|"44677227"|"73022937"
"A-6"|Yes|"44677033"|"73022700"
"A-6"|Yes|"44677032"|"73022699"
"A-6"|Yes|"44677031"|"73022698"
"A-6"|Yes|"44677030"|"73022697"
"A-6"|Yes|"44677029"|"73022696"
"A-6"|Yes|"44677028"|"73022695"
"A-6"|Yes|"44677027"|"73022694"
"A-4"|No |"44677026"|"73022692"
"A-6"|Yes|"44677026"|"73022693"
"A-6"|Yes|"44677025"|"73022690"
"A-4"|No |"44677025"|"73022691"
"A-6"|Yes|"44677024"|"73022688"
"A-4"|No |"44677024"|"73022689"
"A-6"|Yes|"44677023"|"73022687"
"A-7-6"|Yes|"44677022"|"73022686"
"A-6"|Yes|"44677021"|"73022685"
"A-7-6"|Yes|"44677020"|"73022684"
"A-6"|Yes|"44677019"|"73022683"
"A-7-5"|Yes|"44677018"|"73022682"
"A-6"|No |"44677017"|"73022680"
"A-7"|No |"44677017"|"73022681"
"A-7"|No |"44677016"|"73022679"
"A-6"|No |"44677015"|"73022676"
"A-7"|No |"44677015"|"73022677"
"A-4"|No |"44677015"|"73022678"
"A-7"|No |"44677014"|"73022675"
"A-7"|No |"44677013"|"73022673"
"A-6"|No |"44677013"|"73022674"
"A-7"|No |"44677012"|"73022671"
"A-6"|No |"44677012"|"73022672"
"A-7"|No |"44677011"|"73022669"
"A-6"|No |"44677011"|"73022670"
"A-6"|Yes|"44677010"|"73022668"
"A-6"|Yes|"44677009"|"73022667"
"A-6"|Yes|"44677008"|"73022666"
"A-6"|Yes|"44677007"|"73022665"
"A-6"|Yes|"44677006"|"73022664"
"A-7-5"|Yes|"44676886"|"73022532"
"A-7-6"|Yes|"44676885"|"73022531"
"A-6"|Yes|"44676884"|"73022530"
"A-7-6"|Yes|"44676883"|"73022529"
"A-6"|Yes|"44676882"|"73022528"
"A-6"|Yes|"44676881"|"73022527"
"A-7-6"|Yes|"44676880"|"73022526"
"A-7-6"|Yes|"44676879"|"73022525"
"A-7-6"|Yes|"44676878"|"73022524"
"A-6"|Yes|"44676877"|"73022522"
"A-4"|No |"44676877"|"73022523"
"A-4"|No |"44676876"|"73022520"
"A-6"|Yes|"44676876"|"73022521"
"A-6"|Yes|"44676875"|"73022518"
"A-4"|No |"44676875"|"73022519"
"A-6"|Yes|"44676874"|"73022517"
"A-7-6"|Yes|"44676873"|"73022516"
"A-7-6"|Yes|"44676872"|"73022515"
"A-7-6"|Yes|"44676871"|"73022514"
"A-7-5"|Yes|"44676870"|"73022513"
"A-6"|No |"44676847"|"73022483"
"A-7"|No |"44676847"|"73022484"
"A-4"|No |"44676846"|"73022480"
"A-6"|No |"44676846"|"73022481"
"A-7"|No |"44676846"|"73022482"
"A-7"|No |"44676845"|"73022479"
"A-6"|No |"44676844"|"73022477"
"A-7"|No |"44676844"|"73022478"
"A-7-6"|Yes|"44676843"|"73022476"
"A-7-6"|Yes|"44676842"|"73022475"
"A-7-6"|Yes|"44676841"|"73022474"
"A-7-6"|Yes|"44676840"|"73022473"
"A-6"|Yes|"44676839"|"73022472"
"A-6"|Yes|"44676838"|"73022471"
"A-6"|Yes|"44676762"|"73022311"
"A-7"|No |"44676762"|"73022312"
"A-6"|Yes|"44676761"|"73022309"
"A-7"|No |"44676761"|"73022310"
"A-6"|Yes|"44676760"|"73022307"
"A-7"|No |"44676760"|"73022308"
"A-4"|No |"44676759"|"73022305"
"A-6"|Yes|"44676759"|"73022306"
"A-4"|No |"44676758"|"73022302"
"A-6"|Yes|"44676758"|"73022303"
"A-7"|No |"44676758"|"73022304"
"A-4"|No |"44676757"|"73022299"
"A-6"|Yes|"44676757"|"73022300"
"A-7"|No |"44676757"|"73022301"
"A-6"|Yes|"44676756"|"73022297"
"A-7"|No |"44676756"|"73022298"
"A-6"|Yes|"44676755"|"73022296"
"A-4"|No |"44676754"|"73022294"
"A-6"|No |"44676754"|"73022295"
"A-6"|No |"44676753"|"73022292"
"A-7"|No |"44676753"|"73022293"
"A-6"|No |"44676752"|"73022290"
"A-7"|No |"44676752"|"73022291"
"A-7"|No |"44676751"|"73022288"
"A-6"|No |"44676751"|"73022289"
"A-6"|No |"44676750"|"73022286"
"A-7"|No |"44676750"|"73022287"
"A-7"|No |"44676749"|"73022285"
"A-6"|No |"44676748"|"73022283"
"A-7"|No |"44676748"|"73022284"
"A-4"|No |"44676747"|"73022280"
"A-6"|No |"44676747"|"73022281"
"A-7"|No |"44676747"|"73022282"
"A-6"|No |"44676746"|"73022278"
"A-7"|No |"44676746"|"73022279"
"A-6"|No |"44676745"|"73022276"
"A-7"|No |"44676745"|"73022277"
"A-4"|No |"44676744"|"73022273"
"A-6"|No |"44676744"|"73022274"
"A-7"|No |"44676744"|"73022275"
"A-4"|No |"44676687"|"73022159"
"A-6"|No |"44676687"|"73022160"
"A-6"|No |"44676686"|"73022157"
"A-7"|No |"44676686"|"73022158"
"A-6"|No |"44676685"|"73022155"
"A-7"|No |"44676685"|"73022156"
"A-6"|No |"44676684"|"73022153"
"A-7"|No |"44676684"|"73022154"
"A-6"|No |"44676683"|"73022151"
"A-7"|No |"44676683"|"73022152"
"A-6"|No |"44676682"|"73022149"
"A-7"|No |"44676682"|"73022150"
"A-4"|No |"44676681"|"73022147"
"A-6"|No |"44676681"|"73022148"
"A-6"|No |"44676680"|"73022145"
"A-7"|No |"44676680"|"73022146"
"A-6"|No |"44676679"|"73022143"
"A-7"|No |"44676679"|"73022144"
"A-6"|No |"44676678"|"73022141"
"A-7"|No |"44676678"|"73022142"
"A-6"|No |"44676677"|"73022139"
"A-7"|No |"44676677"|"73022140"
"A-7"|Yes|"44676676"|"73022138"
"A-6"|No |"44676675"|"73022135"
"A-7"|No |"44676675"|"73022136"
"A-7-6"|Yes|"44676675"|"73022137"
"A-7"|No |"44676674"|"73022133"
"A-7-6"|Yes|"44676674"|"73022134"
"A-7"|No |"44676673"|"73022130"
"A-6"|No |"44676673"|"73022131"
"A-7-6"|Yes|"44676673"|"73022132"
"A-4"|No |"44676672"|"73022126"
"A-6"|No |"44676672"|"73022127"
"A-7"|No |"44676672"|"73022128"
"A-7-6"|Yes|"44676672"|"73022129"
