X,Y,Heading,Distance,Elevatio,Time,Width,DelStatus,Relative,AirTempe,WindSpee,SoilTemp,WindDire,SkyCondi,SoilMois,FuelRate,Product0,Record01,HarvestM,YieldMas,YieldWet,DryYield,LoadNumber,LoadName,LoadDest,Operator,Machine,Implement1,Client,Farm,Field,Task,OperType,ProcYear
-70700.4671758603,666790.32570016,92.2156,0.4219,1472.7179,10/10/2015 11:29:38 AM,10.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.6175,DKC 53-56,On,20.0100,2.3229,2.3810,428.2880,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70699.7427991337,666789.894887961,93.3203,3.3583,1472.6993,10/10/2015 11:29:39 AM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,3.4342,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70699.0845097872,666789.932122046,90.2003,2.2430,1472.6665,10/10/2015 11:29:40 AM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.0022,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70698.3930088309,666789.884320086,91.2303,2.3086,1472.6206,10/10/2015 11:29:41 AM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.5306,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70698.4862593153,666798.634376734,272.8544,3.6930,1472.7294,10/10/2015 4:26:02 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8910,DS 9604 ra,On,19.6900,18.4636,18.8495,194.4515,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70699.6034735347,666798.626833217,271.1844,3.7258,1472.7786,10/10/2015 4:26:03 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9703,DS 9604 ra,On,19.6900,17.8712,18.2448,186.5564,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70700.7471527865,666798.606138329,269.8644,3.7914,1472.9361,10/10/2015 4:26:04 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9703,DS 9604 ra,On,19.6900,19.1397,19.5398,196.3409,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70701.9595328092,666798.596125066,269.2144,4.0210,1473.0640,10/10/2015 4:26:05 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.1420,DS 9604 ra,On,18.1100,19.9781,20.0022,193.2375,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70703.1381564826,666798.656017333,272.7344,3.8898,1473.2740,10/10/2015 4:26:06 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.5647,DS 9604 ra,On,18.1100,19.8825,19.9065,198.7999,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70704.3326757582,666798.687032028,270.8944,3.9554,1473.2806,10/10/2015 4:26:07 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.3137,DS 9604 ra,On,18.1100,16.5227,16.5426,162.4663,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70705.4860438526,666798.768683076,272.0444,3.8242,1473.2215,10/10/2015 4:26:08 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.5834,DS 9604 ra,On,18.1100,7.5142,7.5233,76.4219,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70706.0744180475,666798.773670841,271.5244,1.9544,1473.3790,10/10/2015 4:26:09 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.3720,DS 9604 ra,On,18.1100,5.5783,5.5851,111.0086,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70705.9448024854,666798.755393852,271.5244,0.5767,1473.3823,10/10/2015 4:26:10 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.1646,DS 9604 ra,On,18.1100,5.9889,5.9962,403.8816,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70705.9024988625,666798.747635359,271.5244,0.3143,1473.3429,10/10/2015 4:26:11 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.2174,DS 9604 ra,On,18.1100,4.6781,4.6838,578.8918,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70705.2814961495,666798.367706229,271.1144,2.8073,1473.4053,10/10/2015 4:26:12 PM,10.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.3324,DS 9604 ra,On,18.1100,2.8455,2.8489,78.8443,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70704.5057264178,666798.302715371,272.5944,2.5777,1473.3232,10/10/2015 4:26:13 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7023,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70703.5677662907,666798.231203148,274.3544,3.1025,1473.2871,10/10/2015 4:26:14 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.3324,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70702.6215972642,666798.123892688,272.2744,3.1353,1473.0870,10/10/2015 4:26:15 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,3.9626,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70701.6711084276,666798.091783031,271.8844,3.1353,1473.0870,10/10/2015 4:26:16 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.2664,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70700.7312409864,666798.095940647,273.2944,3.1025,1472.9689,10/10/2015 4:26:17 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.5041,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70699.9341612044,666798.079090489,268.7844,2.6433,1472.9525,10/10/2015 4:26:18 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.1211,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70700.0555676046,666798.044154299,271.6044,0.7079,1472.9492,10/10/2015 4:26:19 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.5041,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70700.5119590434,666798.889076633,292.2644,3.4305,1473.0214,10/10/2015 4:26:20 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.2003,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70701.1826710004,666798.815118563,279.4344,2.2824,1472.9492,10/10/2015 4:26:21 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,3.9890,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70701.7714250895,666798.935984457,281.6544,2.0200,1472.9722,10/10/2015 4:26:22 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.0418,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70702.3440264831,666798.965273866,276.8144,1.9216,1473.1264,10/10/2015 4:26:22 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7551,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70702.9567550693,666798.97629123,273.3244,2.0856,1473.1100,10/10/2015 4:26:24 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7023,DS 9604 ra,On,18.1100,0.7891,0.7901,58.8634,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70703.8235685694,666799.022810308,271.6444,2.8729,1473.2511,10/10/2015 4:26:25 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7155,DS 9604 ra,On,18.1100,0.5417,0.5424,29.3339,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70704.8519176301,666799.138024433,274.6244,3.4305,1473.3560,10/10/2015 4:26:26 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.6891,DS 9604 ra,On,18.1100,0.3718,0.3723,16.8630,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70705.8869426297,666799.140997656,271.8744,3.4305,1473.4085,10/10/2015 4:26:26 PM,15.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.9268,DS 9604 ra,On,19.3000,0.2515,0.2556,3.8024,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70706.9118594876,666799.235305003,273.6444,3.3977,1473.5037,10/10/2015 4:26:28 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.4816,DS 9604 ra,On,18.9900,0.1733,0.1754,1.9841,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70707.9930935404,666799.285479497,273.5144,3.5617,1473.4217,10/10/2015 4:26:29 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.5608,DS 9604 ra,On,18.5000,16.2608,16.3583,177.5613,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70709.1204205716,666799.290756922,271.5144,3.7258,1473.5660,10/10/2015 4:26:30 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.5080,DS 9604 ra,On,18.7600,16.0560,16.2040,167.6071,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70710.2591875052,666799.304735922,271.4544,3.7586,1473.5398,10/10/2015 4:26:31 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.2174,DS 9604 ra,On,18.9600,16.9099,17.1079,174.9804,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70711.3570310899,666799.344682449,271.5444,3.6273,1473.6284,10/10/2015 4:26:32 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8118,DS 9604 ra,On,18.9900,20.1493,20.3928,216.0432,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70712.4763024018,666799.332471225,271.2944,3.6930,1473.7399,10/10/2015 4:26:33 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.8800,18.5625,18.7613,195.4939,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70713.592507753,666799.338204745,270.8144,3.6930,1473.9171,10/10/2015 4:26:34 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8910,DS 9604 ra,On,18.3600,17.9351,18.0118,188.8864,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70714.7046964639,666799.325258629,270.2444,3.6601,1473.9892,10/10/2015 4:26:35 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6401,DS 9604 ra,On,19.0600,18.4343,18.6732,195.8831,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70715.824566463,666799.361613743,270.4944,3.6930,1474.1270,10/10/2015 4:26:36 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.9000,17.3149,17.5047,182.3547,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70716.9420883973,666799.355638463,269.9244,3.6930,1474.2386,10/10/2015 4:26:37 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.7590,DS 9604 ra,On,18.6400,18.8362,18.9818,198.3763,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70718.0527536436,666799.40296053,269.8844,3.6601,1474.4453,10/10/2015 4:26:38 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.1420,DS 9604 ra,On,18.5000,18.1893,18.2984,193.2797,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70719.1765554465,666799.449734307,270.0544,3.7258,1474.4486,10/10/2015 4:26:39 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.6175,DS 9604 ra,On,19.0600,20.0666,20.3266,209.4735,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70720.2913197171,666799.428328701,270.0644,3.6930,1474.5503,10/10/2015 4:26:40 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.2741,DS 9604 ra,On,19.0800,21.7806,22.0683,229.3853,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70721.4148793566,666799.440271109,269.6744,3.6930,1474.6553,10/10/2015 4:26:41 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.4326,DS 9604 ra,On,18.1800,17.2808,17.3165,181.9954,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70722.5347244467,666799.470598796,269.7044,3.6930,1474.8423,10/10/2015 4:26:42 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9703,DS 9604 ra,On,18.5300,16.0083,16.1103,168.5939,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70723.6377442715,666799.447299049,269.6744,3.6273,1474.8521,10/10/2015 4:26:43 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8910,DS 9604 ra,On,18.0700,18.8927,18.9063,202.5698,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70724.7969916102,666799.45934839,269.3644,3.8242,1475.1638,10/10/2015 4:26:44 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.6439,DS 9604 ra,On,18.4300,16.6864,16.7720,169.7052,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70725.9826483307,666799.464274124,270.3144,3.9226,1475.1868,10/10/2015 4:26:45 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.7364,DS 9604 ra,On,18.2300,15.8576,15.9000,157.2303,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70727.1607014179,666799.507419876,270.7544,3.8898,1475.3245,10/10/2015 4:26:46 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.2300,16.4649,16.5089,164.6283,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70728.3340354709,666799.520716227,270.1844,3.8898,1475.4098,10/10/2015 4:26:47 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.1816,DS 9604 ra,On,18.4600,15.1192,15.2024,151.1735,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70729.4900377049,666799.517777488,269.1844,3.8242,1475.5116,10/10/2015 4:26:48 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6929,DS 9604 ra,On,18.2300,14.6082,14.6473,148.5702,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70730.6736940752,666799.529941602,268.8044,3.8898,1475.5608,10/10/2015 4:26:49 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9571,DS 9604 ra,On,18.0700,12.7175,12.7266,127.1590,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70731.8517949494,666799.515597575,269.3544,3.8898,1475.7117,10/10/2015 4:26:50 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8778,DS 9604 ra,On,18.3500,14.1212,14.1798,141.1945,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70733.0462486073,666799.518819557,269.4144,3.9554,1475.7018,10/10/2015 4:26:51 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.7457,DS 9604 ra,On,18.4100,13.6708,13.7376,134.4236,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70734.2401210645,666799.541348847,269.7644,3.9554,1475.8495,10/10/2015 4:26:52 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8118,DS 9604 ra,On,18.2300,11.3914,11.4219,112.0105,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70735.4316678554,666799.571447871,269.8944,3.9226,1475.8429,10/10/2015 4:26:53 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6137,DS 9604 ra,On,18.9500,10.9636,11.0906,108.7054,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-70736.6393131597,666799.603035428,269.7144,3.9882,1476.0168,10/10/2015 4:26:54 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.3231,DS 9604 ra,On,17.8700,14.3556,14.3310,139.9967,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
