X,Y,Heading,Distance,Elevatio,Time,Width,DelStatus,Relative,AirTempe,WindSpee,SoilTemp,WindDire,SkyCondi,SoilMois,FuelRate,Product0,Record01,HarvestM,YieldMas,YieldWet,DryYield,LoadNumber,LoadName,LoadDest,Operator,Machine,Implement1,Client,Farm,Field,Task,OperType,ProcYear
-96.8776480838915,43.4527287127406,292.2644,3.4305,1473.0214,10/10/2015 4:26:20 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.2003,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8776564008915,43.4527279947406,279.4344,2.2824,1472.9492,10/10/2015 4:26:21 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,3.9890,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8776637228915,43.4527290287406,281.6544,2.0200,1472.9722,10/10/2015 4:26:22 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.0418,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8776708338915,43.4527292437406,276.8144,1.9216,1473.1264,10/10/2015 4:26:22 PM,0.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7551,DS 9604 ra,Off,0.0000,0.0000,0.0000,0.0000,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8776784408915,43.4527292917406,273.3244,2.0856,1473.1100,10/10/2015 4:26:24 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7023,DS 9604 ra,On,18.1100,0.7891,0.7901,58.8634,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8776892058915,43.4527296367406,271.6444,2.8729,1473.2511,10/10/2015 4:26:25 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.7155,DS 9604 ra,On,18.1100,0.5417,0.5424,29.3339,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777019838915,43.4527305837406,274.6244,3.4305,1473.3560,10/10/2015 4:26:26 PM,5.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.6891,DS 9604 ra,On,18.1100,0.3718,0.3723,16.8630,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777148318915,43.4527305247406,271.8744,3.4305,1473.4085,10/10/2015 4:26:26 PM,15.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,4.9268,DS 9604 ra,On,19.3000,0.2515,0.2556,3.8024,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777275648915,43.4527312847406,273.6444,3.3977,1473.5037,10/10/2015 4:26:28 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.4816,DS 9604 ra,On,18.9900,0.1733,0.1754,1.9841,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777409918915,43.4527316447406,273.5144,3.5617,1473.4217,10/10/2015 4:26:29 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.5608,DS 9604 ra,On,18.5000,16.2608,16.3583,177.5613,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777549858915,43.4527315987406,271.5144,3.7258,1473.5660,10/10/2015 4:26:30 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.5080,DS 9604 ra,On,18.7600,16.0560,16.2040,167.6071,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777691228915,43.4527316297406,271.4544,3.7586,1473.5398,10/10/2015 4:26:31 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.2174,DS 9604 ra,On,18.9600,16.9099,17.1079,174.9804,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777827548915,43.4527318967406,271.5444,3.6273,1473.6284,10/10/2015 4:26:32 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8118,DS 9604 ra,On,18.9900,20.1493,20.3928,216.0432,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8777966468915,43.4527316947406,271.2944,3.6930,1473.7399,10/10/2015 4:26:33 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.8800,18.5625,18.7613,195.4939,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778105028914,43.4527316537406,270.8144,3.6930,1473.9171,10/10/2015 4:26:34 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8910,DS 9604 ra,On,18.3600,17.9351,18.0118,188.8864,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778243068915,43.4527314457406,270.2444,3.6601,1473.9892,10/10/2015 4:26:35 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6401,DS 9604 ra,On,19.0600,18.4343,18.6732,195.8831,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778382118915,43.4527316787406,270.4944,3.6930,1474.1270,10/10/2015 4:26:36 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.9000,17.3149,17.5047,182.3547,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778520828915,43.4527315327406,269.9244,3.6930,1474.2386,10/10/2015 4:26:37 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.7590,DS 9604 ra,On,18.6400,18.8362,18.9818,198.3763,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778658748915,43.4527318647406,269.8844,3.6601,1474.4453,10/10/2015 4:26:38 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.1420,DS 9604 ra,On,18.5000,18.1893,18.2984,193.2797,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778798298915,43.4527321907406,270.0544,3.7258,1474.4486,10/10/2015 4:26:39 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.6175,DS 9604 ra,On,19.0600,20.0666,20.3266,209.4735,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8778936648915,43.4527319067406,270.0644,3.6930,1474.5503,10/10/2015 4:26:40 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.2741,DS 9604 ra,On,19.0800,21.7806,22.0683,229.3853,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779076128915,43.4527319207406,269.6744,3.6930,1474.6553,10/10/2015 4:26:41 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.4326,DS 9604 ra,On,18.1800,17.2808,17.3165,181.9954,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779215168915,43.4527320997406,269.7044,3.6930,1474.8423,10/10/2015 4:26:42 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9703,DS 9604 ra,On,18.5300,16.0083,16.1103,168.5939,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779352058915,43.4527317997406,269.6744,3.6273,1474.8521,10/10/2015 4:26:43 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8910,DS 9604 ra,On,18.0700,18.8927,18.9063,202.5698,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779495968915,43.4527318117406,269.3644,3.8242,1475.1638,10/10/2015 4:26:44 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.6439,DS 9604 ra,On,18.4300,16.6864,16.7720,169.7052,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779643148915,43.4527317577406,270.3144,3.9226,1475.1868,10/10/2015 4:26:45 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.7364,DS 9604 ra,On,18.2300,15.8576,15.9000,157.2303,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779789428915,43.4527320467406,270.7544,3.8898,1475.3245,10/10/2015 4:26:46 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6797,DS 9604 ra,On,18.2300,16.4649,16.5089,164.6283,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8779935088915,43.4527320687406,270.1844,3.8898,1475.4098,10/10/2015 4:26:47 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,6.1816,DS 9604 ra,On,18.4600,15.1192,15.2024,151.1735,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780078578915,43.4527319467406,269.1844,3.8242,1475.5116,10/10/2015 4:26:48 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6929,DS 9604 ra,On,18.2300,14.6082,14.6473,148.5702,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780225518915,43.4527319577406,268.8044,3.8898,1475.5608,10/10/2015 4:26:49 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.9571,DS 9604 ra,On,18.0700,12.7175,12.7266,127.1590,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780371738915,43.4527317317406,269.3544,3.8898,1475.7117,10/10/2015 4:26:50 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8778,DS 9604 ra,On,18.3500,14.1212,14.1798,141.1945,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780520008915,43.4527316617406,269.4144,3.9554,1475.7018,10/10/2015 4:26:51 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.7457,DS 9604 ra,On,18.4100,13.6708,13.7376,134.4236,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780668228915,43.4527317647406,269.7644,3.9554,1475.8495,10/10/2015 4:26:52 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.8118,DS 9604 ra,On,18.2300,11.3914,11.4219,112.0105,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780816168914,43.4527319357406,269.8944,3.9226,1475.8429,10/10/2015 4:26:53 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.6137,DS 9604 ra,On,18.9500,10.9636,11.0906,108.7054,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
-96.8780966108914,43.4527321187406,269.7144,3.9882,1476.0168,10/10/2015 4:26:54 PM,20.00,F,0.0000,0.0000,0.0000,0.0000,Unknown,Unknown,Ideal,5.3231,DS 9604 ra,On,17.8700,14.3556,14.3310,139.9967,0,Unknown,Unknown,John,John Deere,Unknown,Stratmeyer John,Farms,East Quarter,Harvest,Harvest,2015
