"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Precipitation (mm)
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Mar"	"3"	2.95
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Apr"	"4"	1.88
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"May"	"5"	6.06
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Jun"	"6"	4.08
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Jul"	"7"	5.92
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Aug"	"8"	6.06
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Sep"	"9"	2.20
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Oct"	"10"	2.39
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Nov"	"11"	2.19
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1982"	"1982"	"Dec"	"12"	3.85
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Jan"	"1"	0.52
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Feb"	"2"	0.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Mar"	"3"	2.54
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Apr"	"4"	4.22
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"May"	"5"	2.70
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Jun"	"6"	1.91
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Jul"	"7"	1.51
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Aug"	"8"	2.06
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Sep"	"9"	2.89
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Oct"	"10"	2.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Nov"	"11"	5.84
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1983"	"1983"	"Dec"	"12"	1.85
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Jan"	"1"	0.10
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Feb"	"2"	0.66
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Mar"	"3"	2.82
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Apr"	"4"	3.96
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"May"	"5"	4.45
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Jun"	"6"	6.41
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Jul"	"7"	2.28
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Aug"	"8"	0.21
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Sep"	"9"	3.47
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Oct"	"10"	6.91
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Nov"	"11"	1.43
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1984"	"1984"	"Dec"	"12"	2.35
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Jan"	"1"	0.65
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Feb"	"2"	2.32
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Mar"	"3"	2.79
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Apr"	"4"	1.27
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"May"	"5"	2.65
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Jun"	"6"	3.66
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Jul"	"7"	3.93
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Aug"	"8"	3.90
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Sep"	"9"	4.30
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Oct"	"10"	6.52
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Nov"	"11"	3.89
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1985"	"1985"	"Dec"	"12"	0.91
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Jan"	"1"	0.00
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Feb"	"2"	1.33
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Mar"	"3"	1.22
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Apr"	"4"	1.90
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"May"	"5"	5.11
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Jun"	"6"	3.01
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Jul"	"7"	5.59
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Aug"	"8"	1.90
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Sep"	"9"	7.34
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Oct"	"10"	4.02
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Nov"	"11"	0.93
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1986"	"1986"	"Dec"	"12"	1.32
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Jan"	"1"	0.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Feb"	"2"	1.11
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Mar"	"3"	2.04
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Apr"	"4"	1.67
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"May"	"5"	2.48
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Jun"	"6"	2.16
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Jul"	"7"	3.46
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Aug"	"8"	4.98
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Sep"	"9"	2.07
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Oct"	"10"	1.58
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Nov"	"11"	2.50
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1987"	"1987"	"Dec"	"12"	2.24
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Jan"	"1"	0.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Feb"	"2"	0.62
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Mar"	"3"	0.96
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Apr"	"4"	0.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"May"	"5"	1.69
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Jun"	"6"	0.61
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Jul"	"7"	1.60
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Aug"	"8"	3.16
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Sep"	"9"	2.10
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Oct"	"10"	0.39
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Nov"	"11"	2.26
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1988"	"1988"	"Dec"	"12"	0.97
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Jan"	"1"	0.81
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Feb"	"2"	0.94
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Mar"	"3"	0.70
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Apr"	"4"	1.42
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"May"	"5"	3.57
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Jun"	"6"	3.79
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Jul"	"7"	3.43
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Aug"	"8"	4.65
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Sep"	"9"	2.31
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Oct"	"10"	2.15
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Nov"	"11"	0.09
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1989"	"1989"	"Dec"	"12"	0.69
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Jan"	"1"	0.85
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Feb"	"2"	1.93
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Mar"	"3"	3.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Apr"	"4"	2.63
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"May"	"5"	5.07
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Jun"	"6"	5.74
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Jul"	"7"	3.65
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Aug"	"8"	1.82
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Sep"	"9"	1.47
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Oct"	"10"	1.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Nov"	"11"	2.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1990"	"1990"	"Dec"	"12"	1.71
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Jan"	"1"	0.80
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Feb"	"2"	0.33
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Mar"	"3"	2.93
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Apr"	"4"	3.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"May"	"5"	5.57
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Jun"	"6"	2.28
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Jul"	"7"	4.58
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Aug"	"8"	1.71
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Sep"	"9"	1.98
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Oct"	"10"	4.86
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Nov"	"11"	3.55
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1991"	"1991"	"Dec"	"12"	1.70
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Jan"	"1"	0.59
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Feb"	"2"	1.99
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Mar"	"3"	2.43
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Apr"	"4"	3.27
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"May"	"5"	1.10
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Jun"	"6"	0.79
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Jul"	"7"	9.36
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Aug"	"8"	2.30
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Sep"	"9"	4.29
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Oct"	"10"	0.97
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Nov"	"11"	5.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1992"	"1992"	"Dec"	"12"	2.45
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Jan"	"1"	2.28
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Feb"	"2"	1.40
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Mar"	"3"	2.51
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Apr"	"4"	3.69
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"May"	"5"	3.80
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Jun"	"6"	7.23
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Jul"	"7"	11.64
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Aug"	"8"	3.74
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Sep"	"9"	7.24
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Oct"	"10"	0.84
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Nov"	"11"	1.53
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1993"	"1993"	"Dec"	"12"	0.81
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Jan"	"1"	0.54
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Feb"	"2"	1.71
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Mar"	"3"	0.35
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Apr"	"4"	5.11
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"May"	"5"	1.87
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Jun"	"6"	2.44
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Jul"	"7"	1.70
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Aug"	"8"	2.78
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Sep"	"9"	2.21
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Oct"	"10"	2.08
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Nov"	"11"	3.40
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1994"	"1994"	"Dec"	"12"	1.69
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Jan"	"1"	1.51
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Feb"	"2"	0.92
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Mar"	"3"	0.95
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Apr"	"4"	3.58
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"May"	"5"	10.14
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Jun"	"6"	4.43
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Jul"	"7"	4.94
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Aug"	"8"	4.15
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Sep"	"9"	2.47
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Oct"	"10"	1.33
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Nov"	"11"	1.51
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1995"	"1995"	"Dec"	"12"	0.41
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Jan"	"1"	1.39
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Feb"	"2"	0.31
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Mar"	"3"	2.36
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Apr"	"4"	1.31
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"May"	"5"	9.11
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Jun"	"6"	3.90
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Jul"	"7"	3.06
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Aug"	"8"	4.05
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Sep"	"9"	2.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Oct"	"10"	1.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Nov"	"11"	1.68
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1996"	"1996"	"Dec"	"12"	0.09
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Jan"	"1"	1.01
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Feb"	"2"	3.17
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Mar"	"3"	1.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Apr"	"4"	4.29
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"May"	"5"	3.76
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Jun"	"6"	2.36
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Jul"	"7"	2.21
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Aug"	"8"	2.79
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Sep"	"9"	2.23
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Oct"	"10"	3.46
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Nov"	"11"	1.38
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1997"	"1997"	"Dec"	"12"	1.75
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Jan"	"1"	1.47
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Feb"	"2"	1.79
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Mar"	"3"	4.11
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Apr"	"4"	3.83
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"May"	"5"	3.98
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Jun"	"6"	6.61
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Jul"	"7"	3.53
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Aug"	"8"	1.65
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Sep"	"9"	3.57
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Oct"	"10"	5.68
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Nov"	"11"	3.15
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1998"	"1998"	"Dec"	"12"	1.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Jan"	"1"	1.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Feb"	"2"	1.19
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Mar"	"3"	1.29
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Apr"	"4"	4.97
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"May"	"5"	4.14
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Jun"	"6"	2.93
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Jul"	"7"	1.40
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Aug"	"8"	1.56
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Sep"	"9"	4.10
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Oct"	"10"	0.67
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Nov"	"11"	0.62
	"Missouri"	"29"	"Adair County, MO"	"29001"	"1999"	"1999"	"Dec"	"12"	1.49
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Jan"	"1"	0.52
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Feb"	"2"	1.71
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Mar"	"3"	0.85
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Apr"	"4"	1.20
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"May"	"5"	1.69
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Jun"	"6"	5.80
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Jul"	"7"	2.62
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Aug"	"8"	3.58
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Sep"	"9"	2.85
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Oct"	"10"	2.14
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Nov"	"11"	1.37
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2000"	"2000"	"Dec"	"12"	0.89
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Jan"	"1"	1.97
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Feb"	"2"	3.68
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Mar"	"3"	2.21
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Apr"	"4"	2.82
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"May"	"5"	5.25
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Jun"	"6"	5.55
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Jul"	"7"	3.33
	"Missouri"	"29"	"Adair County, MO"	"29001"	"2001"	"2001"	"Aug"	"8"	3.23
